     lat_deg     lon_deg    depth_km   length_km    width_km  slp_strk_m  slp_ddip_m    slp_am_m  strike_deg     dip_deg    rake_deg sig_stk_MPa sig_ddi_MPa sig_nrm_MPa
     32.4700    104.8847     17.7200      4.5522      4.5438     -0.5034     -0.2903      0.5811    234.6642     32.5603    150.0255      0.8371     -0.3259      0.0198
     32.4939    104.8528     20.0375      4.5514      4.5373     -0.1522     -0.2867      0.3245    234.6746     28.8475    117.9624      1.0053     -0.2794      0.0142
     32.5186    104.8199     22.1086      4.5506      4.5320      0.0170     -0.2749      0.2754    234.6851     25.5213     86.4577      0.8992     -0.2431      0.0105
     32.5440    104.7860     23.9533      4.5497      4.5275      0.0459     -0.2601      0.2641    234.6957     22.5528     80.0000      0.5580     -0.2399      0.0102
     32.5698    104.7515     25.5921      4.5489      4.5239      0.0410     -0.2324      0.2359    234.7062     19.9114     80.0000      0.3375     -0.2024      0.0116
     32.5961    104.7164     27.0448      4.5480      4.5210      0.0340     -0.1929      0.1959    234.7166     17.5667     80.0000      0.2257     -0.1450      0.0126
     32.6226    104.6809     28.3305      4.5471      4.5186      0.0258     -0.1465      0.1488    234.7270     15.4894     80.0000      0.1551     -0.0947      0.0125
     32.6494    104.6451     29.4670      4.5462      4.5168      0.0158     -0.0893      0.0907    234.7373     13.6518     80.0000      0.1049     -0.0317      0.0119
     32.3440    104.9756      1.9380      5.2037      4.6065     -3.5290     -0.0087      3.5290    231.6650     57.2872    179.8580     -1.9079      1.5209     -1.1028
     32.3603    104.9540      5.6734      5.2031      4.6000     -3.1662     -0.0635      3.1669    231.6714     51.3964    178.8512     -1.9233      1.3777     -0.8417
     32.3787    104.9295      9.1215      5.2025      4.5937     -2.5357     -0.1647      2.5410    231.6792     45.9443    176.2845     -1.3135      0.9287     -0.6223
     32.3989    104.9026     12.2756      5.2018      4.5879     -1.7866     -0.2608      1.8055    231.6881     40.9449    171.6943     -0.4515      0.4447     -0.4097
     32.4207    104.8737     15.1387      5.2010      4.5827     -1.0718     -0.3240      1.1198    231.6977     36.3967    163.1797      0.3298      0.0797     -0.2319
     32.4436    104.8432     17.7213      5.2002      4.5782     -0.5029     -0.3578      0.6172    231.7077     32.2862    144.5710      0.8425     -0.1686     -0.1048
     32.4675    104.8113     20.0387      5.1994      4.5744     -0.1333     -0.3720      0.3952    231.7180     28.5914    109.7094      1.0231     -0.3260     -0.0272
     32.4923    104.7784     22.1097      5.1985      4.5712      0.0378     -0.3726      0.3745    231.7284     25.2851     84.2053      0.8828     -0.4134      0.0131
     32.5176    104.7445     23.9543      5.1976      4.5686      0.0633     -0.3588      0.3643    231.7389     22.3369     80.0000      0.5120     -0.4479      0.0305
     32.5435    104.7100     25.5928      5.1967      4.5665      0.0564     -0.3200      0.3249    231.7492     19.7156     80.0000      0.2986     -0.3851      0.0357
     32.5697    104.6750     27.0454      5.1958      4.5648      0.0458     -0.2598      0.2638    231.7595     17.3902     80.0000      0.2067     -0.2641      0.0349
     32.5962    104.6395     28.3309      5.1948      4.5634      0.0330     -0.1884      0.1913    231.7697     15.3310     80.0681      0.1578     -0.1289      0.0308
     32.6230    104.6036     29.4671      5.1939      4.5622      0.0171     -0.1270      0.1282    231.7797     13.5101     82.3219      0.1054     -0.1725      0.0256
     32.3190    104.9305      1.9382      4.9645      4.5433     -4.1107     -0.3967      4.1298    242.1057     58.5611    174.4881     -3.4394     -1.7771      2.5247
     32.3353    104.9089      5.6740      4.9638      4.5154     -3.6598     -0.3961      3.6812    242.1129     52.7684    173.8237     -3.3117     -1.2744      2.6917
     32.3537    104.8844      9.1224      4.9631      4.4883     -2.8904     -0.3887      2.9165    242.1214     47.3568    172.3406     -2.1573     -1.2797      2.0786
     32.3740    104.8576     12.2767      4.9622      4.4632     -1.9971     -0.3743      2.0318    242.1309     42.3500    169.3850     -0.8399     -1.1581      1.4290
     32.3957    104.8287     15.1399      4.9613      4.4408     -1.1690     -0.3649      1.2246    242.1412     37.7578    162.6652      0.2869     -0.9506      0.8768
     32.4186    104.7981     17.7225      4.9603      4.4214     -0.5331     -0.3692      0.6484    242.1520     33.5776    145.2921      1.0220     -0.7681      0.4759
     32.4426    104.7663     20.0399      4.9593      4.4050     -0.1360     -0.3835      0.4069    242.1632     29.7969    109.5213      1.3248     -0.6660      0.2291
     32.4673    104.7333     22.1108      4.9583      4.3913      0.0415     -0.3958      0.3980    242.1746     26.3960     84.0139      1.2521     -0.6423      0.1047
     32.4926    104.6995     23.9552      4.9572      4.3801      0.0690     -0.3916      0.3976    242.1861     23.3504     80.0010      0.9336     -0.6503      0.0566
     32.5185    104.6650     25.5936      4.9561      4.3710      0.0626     -0.3552      0.3607    242.1976     20.6331     80.0000      0.7496     -0.5760      0.0438
     32.5447    104.6299     27.0459      4.9549      4.3637      0.0376     -0.2934      0.2958    242.2092     18.2156     82.6888      0.5528     -0.4642      0.0424
     32.5713    104.5944     28.3312      4.9538      4.3578      0.0135     -0.2117      0.2121    242.2207     16.0701     86.3541      0.3726     -0.3141      0.0419
